! LIRICAL TSV Output (2.4.0)
! Sample: subject
! Observed HPO terms:
!  Aortic regurgitation <a href="https://hpo.jax.org/app/browse/term/HP:0001659">HP:0001659</a>
!  Arachnodactyly <a href="https://hpo.jax.org/app/browse/term/HP:0001166">HP:0001166</a>
!  Bifid uvula <a href="https://hpo.jax.org/app/browse/term/HP:0000193">HP:0000193</a>
!  Camptodactyly <a href="https://hpo.jax.org/app/browse/term/HP:0012385">HP:0012385</a>
!  Dilatation of the sinus of Valsalva <a href="https://hpo.jax.org/app/browse/term/HP:0011645">HP:0011645</a>
!  Malar flattening <a href="https://hpo.jax.org/app/browse/term/HP:0000272">HP:0000272</a>
!  Micrognathia <a href="https://hpo.jax.org/app/browse/term/HP:0000347">HP:0000347</a>
!  Patent foramen ovale <a href="https://hpo.jax.org/app/browse/term/HP:0001655">HP:0001655</a>
!  Pectus carinatum <a href="https://hpo.jax.org/app/browse/term/HP:0000768">HP:0000768</a>
!  Pulmonary artery dilatation <a href="https://hpo.jax.org/app/browse/term/HP:0004927">HP:0004927</a>
!  Scoliosis <a href="https://hpo.jax.org/app/browse/term/HP:0002650">HP:0002650</a>
!  Tricuspid valve prolapse <a href="https://hpo.jax.org/app/browse/term/HP:0001704">HP:0001704</a>
rank	diseaseName	diseaseCurie	pretestprob	posttestprob	compositeLR
3,827	Intellectual developmental disorder with neuropsychiatric features	OMIM:617532	1/8661	0.00%	-22.85
3,828	Melkersson-Rosenthal syndrome	OMIM:155900	1/8661	0.00%	-22.85
3,829	Lowry-Wood syndrome	OMIM:226960	1/8661	0.00%	-22.85
3,830	Alacrima, achalasia, and impaired intellectual development syndrome	OMIM:615510	1/8661	0.00%	-22.85
3,831	Orofaciodigital syndrome XVIII	OMIM:617927	1/8661	0.00%	-22.85
3,832	Ectodermal dysplasia 14, hair/tooth type with or without hypohidrosis	OMIM:618180	1/8661	0.00%	-22.85
3,833	Acromicric dysplasia	OMIM:102370	1/8661	0.00%	-22.85
3,834	Intellectual developmental disorder 61	OMIM:618009	1/8661	0.00%	-22.85
3,835	Developmental and epileptic encephalopathy 31B, autosomal recessive	OMIM:620352	1/8661	0.00%	-22.85
3,836	Ectodermal dysplasia 10B, hypohidrotic/hair/tooth type, autosomal recessive	OMIM:224900	1/8661	0.00%	-22.85
3,837	Epileptic encephalopathy, early infantile, 49	OMIM:617281	1/8661	0.00%	-22.85
3,838	Epileptic encephalopathy, early infantile, 75	OMIM:618437	1/8661	0.00%	-22.85
3,839	Neurodegeneration, childhood-onset, with progressive microcephaly	OMIM:619847	1/8661	0.00%	-22.852
3,840	Cerebral cavernous malformations 5	OMIM:621032	1/8661	0.00%	-22.853
3,841	Cerebral cavernous malformations 3	OMIM:603285	1/8661	0.00%	-22.853
3,842	Homocystinuria due to deficiency of n(5,10)-methylenetetrahydrofolatereductase activity	OMIM:236250	1/8661	0.00%	-22.853
3,843	Yellow nail syndrome	OMIM:153300	1/8661	0.00%	-22.853
3,844	Cerebral arteriopathy, autosomal dominant, with subcortical infarcts and leukoencephalopathy, type 2	OMIM:616779	1/8661	0.00%	-22.853
3,845	Neurodevelopmental disorder with seizures and brain abnormalities	OMIM:619517	1/8661	0.00%	-22.853
3,846	Ischemic stroke, susceptibility to	OMIM:601367	1/8661	0.00%	-22.853
3,847	Cerebral cavernous malformations 4	OMIM:619538	1/8661	0.00%	-22.853
3,848	Congenital disorder of glycosylation, type Ib	OMIM:602579	1/8661	0.00%	-22.853
3,849	Lissencephaly 1	OMIM:607432	1/8661	0.00%	-22.853
3,850	Brain small vessel disease 2	OMIM:614483	1/8661	0.00%	-22.853
3,851	Amyloidosis VI	OMIM:105150	1/8661	0.00%	-22.853
3,852	Methylmalonic aciduria, cblD type	OMIM:620953	1/8661	0.00%	-22.853
3,853	Pierson syndrome	OMIM:609049	1/8661	0.00%	-22.859
3,854	Carpal tunnel syndrome	OMIM:115430	1/8661	0.00%	-22.862
3,855	Osteogenesis imperfecta, type XXII	OMIM:619795	1/8661	0.00%	-22.869
3,856	Erythrocytosis, familial, 1	OMIM:133100	1/8661	0.00%	-22.874
3,857	Cardiomyopathy, familial hypertrophic, 12	OMIM:612124	1/8661	0.00%	-22.875
3,858	Nivelon-Nivelon-Mabille syndrome	OMIM:600092	1/8661	0.00%	-22.877
3,859	Exostoses, multiple, type I	OMIM:133700	1/8661	0.00%	-22.877
3,860	Exostoses, multiple, type II	OMIM:133701	1/8661	0.00%	-22.877
3,861	Scapuloperoneal myopathy, X-linked dominant	OMIM:300695	1/8661	0.00%	-22.877
3,862	Lymphoproliferative syndrome, X-linked, 1	OMIM:308240	1/8661	0.00%	-22.878
3,863	Neurodevelopmental disorder with impaired speech and hyperkinetic movements	OMIM:618425	1/8661	0.00%	-22.88
3,864	Paget disease of bone 6	OMIM:616833	1/8661	0.00%	-22.882
3,865	Juvenile polyposis syndrome	OMIM:174900	1/8661	0.00%	-22.884
3,866	Anemia, congenital dyserythropoietic, type Ia	OMIM:224120	1/8661	0.00%	-22.884
3,867	Anemia, congenital dyserythropoietic, type Ib	OMIM:615631	1/8661	0.00%	-22.884
3,868	Peripheral neuropathy, myopathy, hoarseness, and hearing loss	OMIM:614369	1/8661	0.00%	-22.888
3,869	Encephalopathy, acute, infection-induced, susceptibility to, 3	OMIM:608033	1/8661	0.00%	-22.898
3,870	Focal segmental glomerulosclerosis 1	OMIM:603278	1/8661	0.00%	-22.898
3,871	Immunodeficiency 56	OMIM:615207	1/8661	0.00%	-22.898
3,872	Card11 immunodeficiency	OMIM:615206	1/8661	0.00%	-22.898
3,873	Agammaglobulinemia 7, autosomal recessive	OMIM:615214	1/8661	0.00%	-22.898
3,874	Ciliary dyskinesia, primary, 32	OMIM:616481	1/8661	0.00%	-22.898
3,875	Combined cellular and humoral immune defects with granulomas	OMIM:233650	1/8661	0.00%	-22.898
3,876	Immunodeficiency 27A, mycobacteriosis, AR	OMIM:209950	1/8661	0.00%	-22.898
3,877	Pulmonary fibrosis and/or bone marrow failure, telomere-related, 3	OMIM:616373	1/8661	0.00%	-22.898
3,878	Pulmonary fibrosis and/or bone marrow failure, telomere-related, 4	OMIM:616371	1/8661	0.00%	-22.898
3,879	Immunodeficiency 50	OMIM:300988	1/8661	0.00%	-22.898
3,880	Dyskeratosis congenita, autosomal recessive 1	OMIM:224230	1/8661	0.00%	-22.898
3,881	Immunodeficiency 35	OMIM:611521	1/8661	0.00%	-22.898
3,882	Scid, autosomal recessive, T-Negative/b-Positive type	OMIM:600802	1/8661	0.00%	-22.898
3,883	Chronic granulomatous disease 5, autosomal recessive	OMIM:618935	1/8661	0.00%	-22.898
3,884	Cystic disease of lung	OMIM:219600	1/8661	0.00%	-22.898
3,885	Pulmonary hemosiderosis	OMIM:178550	1/8661	0.00%	-22.898
3,886	Ciliary dyskinesia, primary, 11	OMIM:612649	1/8661	0.00%	-22.898
3,887	Ciliary dyskinesia, primary, 12	OMIM:612650	1/8661	0.00%	-22.898
3,888	Immunodeficiency 48	OMIM:269840	1/8661	0.00%	-22.898
3,889	Ciliary dyskinesia, primary, 45	OMIM:618801	1/8661	0.00%	-22.898
3,890	Autoimmune lymphoproliferative syndrome, type IIB	OMIM:607271	1/8661	0.00%	-22.898
3,891	Immunodeficiency 17	OMIM:615607	1/8661	0.00%	-22.898
3,892	Ciliary dyskinesia, primary, 49, without situs inversus	OMIM:620197	1/8661	0.00%	-22.898
3,893	Immunodeficiency 18	OMIM:615615	1/8661	0.00%	-22.898
3,894	Immunodeficiency 19	OMIM:615617	1/8661	0.00%	-22.898
3,895	Surfactant metabolism dysfunction, pulmonary, 5	OMIM:614370	1/8661	0.00%	-22.898
3,896	Immunodeficiency 75	OMIM:619126	1/8661	0.00%	-22.898
3,897	Muscular hypertonia, lethal	OMIM:254120	1/8661	0.00%	-22.898
3,898	Immunodeficiency 13	OMIM:615518	1/8661	0.00%	-22.898
3,899	Complement factor B deficiency	OMIM:615561	1/8661	0.00%	-22.898
3,900	Hypersensitivity pneumonitis, familial	OMIM:145300	1/8661	0.00%	-22.898
3,901	Immunoglobulin kappa light chain deficiency	OMIM:614102	1/8661	0.00%	-22.898
3,902	Immunodeficiency 7, TCR-alpha/beta deficient	OMIM:615387	1/8661	0.00%	-22.898
3,903	Ciliary dyskinesia, primary, 54	OMIM:621125	1/8661	0.00%	-22.898
3,904	Agammaglobulinemia 1, autosomal recessive	OMIM:601495	1/8661	0.00%	-22.898
3,905	Neutropenia, severe congenital, 11, autosomal dominant	OMIM:620674	1/8661	0.00%	-22.898
3,906	Immunodeficiency 60	OMIM:618394	1/8661	0.00%	-22.898
3,907	Immunodeficiency 61	OMIM:300310	1/8661	0.00%	-22.898
3,908	Pulmonary fibrosis and/or bone marrow failure, telomere-related, 2	OMIM:614743	1/8661	0.00%	-22.898
3,909	Immunoglobulin A deficiency 1	OMIM:137100	1/8661	0.00%	-22.898
3,910	Alpha-1-Antitrypsin deficiency	OMIM:613490	1/8661	0.00%	-22.898
3,911	Immunodeficiency, common variable, 3	OMIM:613493	1/8661	0.00%	-22.898
3,912	Immunodeficiency, common variable, 5	OMIM:613495	1/8661	0.00%	-22.898
3,913	Immunodeficiency, common variable, 6	OMIM:613496	1/8661	0.00%	-22.898
3,914	Severe combined immunodeficiency, autosomal recessive, T cell-negative, B cell-positive, NK cell-positive	OMIM:608971	1/8661	0.00%	-22.898
3,915	Cd8 deficiency, familial	OMIM:608957	1/8661	0.00%	-22.898
3,916	Immunodeficiency 85 and autoimmunity	OMIM:619510	1/8661	0.00%	-22.898
3,917	Severe combined immunodeficiency, X-linked	OMIM:300400	1/8661	0.00%	-22.898
3,918	Immunodeficiency, common variable, 1	OMIM:607594	1/8661	0.00%	-22.898
3,919	Gamma-A-Globulin, defect in assembly of	OMIM:137050	1/8661	0.00%	-22.898
3,920	Immunodeficiency, common variable, 7	OMIM:614699	1/8661	0.00%	-22.898
3,921	Immunodeficiency 43	OMIM:241600	1/8661	0.00%	-22.898
3,922	Ciliary dyskinesia, primary, 47, and lissencephaly	OMIM:619466	1/8661	0.00%	-22.898
3,923	Nephronophthisis-like nephropathy 2	OMIM:619468	1/8661	0.00%	-22.898
3,924	Ciliary dyskinesia, primary, 29	OMIM:615872	1/8661	0.00%	-22.898
3,925	Pulmonary alveolar proteinosis, acquired	OMIM:610910	1/8661	0.00%	-22.898
3,926	Severe combined immunodeficiency with sensitivity to ionizing radiation	OMIM:602450	1/8661	0.00%	-22.898
3,927	Megacystis-microcolon-intestinal hypoperistalsis syndrome 4	OMIM:619365	1/8661	0.00%	-22.898
3,928	Pulmonary alveolar proteinosis with hypogammaglobulinemia	OMIM:618042	1/8661	0.00%	-22.898
3,929	Immunodeficiency 20	OMIM:615707	1/8661	0.00%	-22.898
3,930	Ciliary dyskinesia, primary, 5	OMIM:608647	1/8661	0.00%	-22.898
3,931	Agammaglobulinemia, X-linked	OMIM:300755	1/8661	0.00%	-22.898
3,932	Surfactant metabolism dysfunction, pulmonary, 4	OMIM:300770	1/8661	0.00%	-22.898
3,933	Lung cancer, susceptibility to	OMIM:211980	1/8661	0.00%	-22.898
3,934	Pulmonary fibrosis and/or bone marrow failure, telomere-related, 5	OMIM:618674	1/8661	0.00%	-22.898
3,935	Neutropenia, severe congenital, 6, autosomal recessive	OMIM:616022	1/8661	0.00%	-22.898
3,936	Ciliary dyskinesia, primary, 42	OMIM:618695	1/8661	0.00%	-22.898
3,937	Interstitial pneumonitis, desquamative, familial	OMIM:263000	1/8661	0.00%	-22.898
3,938	Lymphopenic hypergammaglobulinemia, antibody deficiency, autoimmunehemolytic anemia, and glomerulonephritis	OMIM:247800	1/8661	0.00%	-22.898
3,939	Immunodeficiency 119	OMIM:620825	1/8661	0.00%	-22.898
3,940	Immunodeficiency with hyper-igm, type 2	OMIM:605258	1/8661	0.00%	-22.898
3,941	Birt-Hogg-Dube syndrome	OMIM:135150	1/8661	0.00%	-22.898
3,942	MHC class I deficiency 2	OMIM:620813	1/8661	0.00%	-22.898
3,943	Parkinsonism-dystonia 3, childhood-onset	OMIM:619738	1/8661	0.00%	-22.898
3,944	Immunodeficiency 95	OMIM:619773	1/8661	0.00%	-22.898
3,945	Lymphoproliferative syndrome, X-linked, 2	OMIM:300635	1/8661	0.00%	-22.898
3,946	Retinitis pigmentosa 6	OMIM:312612	1/8661	0.00%	-22.898
3,947	Neurodevelopmental disorder with seizures and nonepileptic hyperkinetic movements	OMIM:618497	1/8661	0.00%	-22.898
3,948	Immunodeficiency 63 with lymphoproliferation and autoimmunity	OMIM:618495	1/8661	0.00%	-22.898
3,949	Agammaglobulinemia 2, autosomal recessive	OMIM:613500	1/8661	0.00%	-22.898
3,950	Agammaglobulinemia 10, autosomal dominant	OMIM:619707	1/8661	0.00%	-22.898
3,951	Joubert syndrome 5	OMIM:610188	1/8661	0.00%	-22.903
3,952	Cardiomyopathy, familial hypertrophic, 21	OMIM:614676	1/8661	0.00%	-22.907
3,953	Macrocephaly, benign familial	OMIM:153470	1/8661	0.00%	-22.913
3,954	Fountain syndrome	OMIM:229120	1/8661	0.00%	-22.913
3,955	Intellectual developmental disorder, autosomal recessive 34, with variant lissencephaly	OMIM:614499	1/8661	0.00%	-22.914
3,956	Renal tubular dysgenesis	OMIM:267430	1/8661	0.00%	-22.92
3,957	Hypogonadotropic hypogonadism 18 with or without anosmia	OMIM:615267	1/8661	0.00%	-22.924
3,958	Atrial fibrillation, familial, 3	OMIM:607554	1/8661	0.00%	-22.925
3,959	Cardiomyopathy, familial hypertrophic, 16	OMIM:613838	1/8661	0.00%	-22.925
3,960	Ciliary dyskinesia, primary, 35	OMIM:617092	1/8661	0.00%	-22.927
3,961	Neurodevelopmental disorder with hypotonia, stereotypic hand movements, and impaired language	OMIM:613443	1/8661	0.00%	-22.929
3,962	Hypoinsulinemic hypoglycemia with hemihypertrophy	OMIM:240900	1/8661	0.00%	-22.932
3,963	Immunodeficiency 78 with autoimmunity and developmental delay	OMIM:619220	1/8661	0.00%	-22.942
3,964	Mohr-Tranebjaerg syndrome	OMIM:304700	1/8661	0.00%	-22.945
3,965	Autoinflammatory disease, systemic, X-linked	OMIM:301081	1/8661	0.00%	-22.946
3,966	Woods syndrome	OMIM:615236	1/8661	0.00%	-22.947
3,967	Holoprosencephaly 4	OMIM:142946	1/8661	0.00%	-22.948
3,968	Tetra-Amelia with ectodermal dysplasia and lacrimal duct abnormalities	OMIM:273390	1/8661	0.00%	-22.948
3,969	Immunodeficiency due to defect in mapbp-interacting protein	OMIM:610798	1/8661	0.00%	-22.955
3,970	Growth hormone insensitivity with immune dysregulation 1, autosomal recessive	OMIM:245590	1/8661	0.00%	-22.955
3,971	Hypogonadotropic hypogonadism 24 without anosmia	OMIM:229070	1/8661	0.00%	-22.956
3,972	Hypokalemic periodic paralysis, type 1	OMIM:170400	1/8661	0.00%	-22.956
3,973	Immunodeficiency 64	OMIM:618534	1/8661	0.00%	-22.956
3,974	Ataxia-telangiectasia	OMIM:208900	1/8661	0.00%	-22.959
3,975	Tooth agenesis, selective, X-linked, 1	OMIM:313500	1/8661	0.00%	-22.961
3,976	Hemifacial hyperplasia	OMIM:133900	1/8661	0.00%	-22.961
3,977	Axenfeld-Rieger syndrome, type 1	OMIM:180500	1/8661	0.00%	-22.961
3,978	Joint contracture, osteochondromas, and B-cell lymphoma	OMIM:620232	1/8661	0.00%	-22.963
3,979	Joubert syndrome 33	OMIM:617767	1/8661	0.00%	-22.963
3,980	Intellectual developmental disorder, X-linked 101	OMIM:300928	1/8661	0.00%	-22.963
3,981	Mitochondrial short-chain enoyl-coa hydratase 1 deficiency	OMIM:616277	1/8661	0.00%	-22.972
3,982	LARYNGOMALACIA	OMIM:150280	1/8661	0.00%	-22.973
3,983	Histiocytosis, familial lipochrome	OMIM:235900	1/8661	0.00%	-22.973
3,984	Myasthenia, limb-girdle, familial	OMIM:254300	1/8661	0.00%	-22.976
3,985	Dystonia 23	OMIM:614860	1/8661	0.00%	-22.977
3,986	Ectodermal dysplasia with natal teeth, Turnpenny type	OMIM:601345	1/8661	0.00%	-22.98
3,987	Megacystis-microcolon-intestinal hypoperistalsis syndrome 5	OMIM:619431	1/8661	0.00%	-22.992
3,988	Vertebral hypoplasia with lumbar kyphosis	OMIM:192900	1/8661	0.00%	-22.992
3,989	OEIS complex	OMIM:258040	1/8661	0.00%	-22.992
3,990	Familial Mediterranean fever, AD	OMIM:134610	1/8661	0.00%	-22.995
3,991	Microcephaly 17, primary, autosomal recessive	OMIM:617090	1/8661	0.00%	-22.996
3,992	Developmental and epileptic encephalopathy 116	OMIM:620806	1/8661	0.00%	-22.999
3,993	Carnitine palmitoyltransferase II deficiency, myopathic, stress-induced	OMIM:255110	1/8661	0.00%	-23.005
3,994	Autoinflammatory syndrome, familial, with or without immunodeficiency	OMIM:619375	1/8661	0.00%	-23.008
3,995	Visceral neuropathy, familial, autosomal recessive	OMIM:243180	1/8661	0.00%	-23.013
3,996	Gnathodiaphyseal dysplasia	OMIM:166260	1/8661	0.00%	-23.018
3,997	Macular degeneration, age-related, 3	OMIM:608895	1/8661	0.00%	-23.019
3,998	Dyskeratosis congenita, autosomal dominant 6	OMIM:616553	1/8661	0.00%	-23.021
3,999	Microphthalmia, isolated, with coloboma 5	OMIM:611638	1/8661	0.00%	-23.021
4,000	Corticosteroid-binding globulin deficiency	OMIM:611489	1/8661	0.00%	-23.021
4,001	Spinocerebellar ataxia, autosomal recessive 23	OMIM:616949	1/8661	0.00%	-23.021
4,002	Pseudohypoaldosteronism, type IB2, autosomal recessive	OMIM:620125	1/8661	0.00%	-23.021
4,003	Mitochondrial DNA depletion syndrome 12 (cardiomyopathic type)	OMIM:615418	1/8661	0.00%	-23.021
4,004	Pseudohypoaldosteronism, type I, autosomal dominant	OMIM:177735	1/8661	0.00%	-23.021
4,005	Hyperlipidemia, familial combined, 3	OMIM:144250	1/8661	0.00%	-23.021
4,006	Patent ductus venosus	OMIM:601466	1/8661	0.00%	-23.021
4,007	Tubulointerstitial kidney disease, autosomal dominant, 2	OMIM:174000	1/8661	0.00%	-23.021
4,008	Progressive external ophthalmoplegia with mitochondrial DNA deletions, autosomal recessive 5	OMIM:618098	1/8661	0.00%	-23.021
4,009	Atherosclerosis susceptibility	OMIM:108725	1/8661	0.00%	-23.021
4,010	Corticosterone methyloxidase type I deficiency	OMIM:203400	1/8661	0.00%	-23.021
4,011	Immunodeficiency 57	OMIM:618108	1/8661	0.00%	-23.023
4,012	Pulmonary fibrosis and/or bone marrow failure, telomere-related, 6	OMIM:619767	1/8661	0.00%	-23.023
4,013	Diets-Jongmans syndrome	OMIM:618846	1/8661	0.00%	-23.024
4,014	Neurodevelopmental disorder with movement abnormalities, abnormal gait, and autistic features	OMIM:617865	1/8661	0.00%	-23.026
4,015	Blepharocheilodontic syndrome 2	OMIM:617681	1/8661	0.00%	-23.026
4,016	Methylmalonic aciduria and homocystinuria, cblC type	OMIM:277400	1/8661	0.00%	-23.027
4,017	Neurodevelopmental disorder with hyperkinetic movements and dyskinesia	OMIM:619651	1/8661	0.00%	-23.029
4,018	Nephronophthisis 15	OMIM:614845	1/8661	0.00%	-23.03
4,019	Ciliary dyskinesia with defective radial spokes	OMIM:242670	1/8661	0.00%	-23.034
4,020	Mitochondrial complex I deficiency, nuclear type 6	OMIM:618228	1/8661	0.00%	-23.035
4,021	Thrombocytopenia with beta-thalassemia, X-linked	OMIM:314050	1/8661	0.00%	-23.057
4,022	Neurodevelopmental disorder with brain abnormalities, poor growth, and dysmorphic facies	OMIM:615286	1/8661	0.00%	-23.057
4,023	Focal facial dermal dysplasia 1, Brauer type	OMIM:136500	1/8661	0.00%	-23.057
4,024	Giacheti syndrome	OMIM:612917	1/8661	0.00%	-23.057
4,025	Platelet signal processing defect	OMIM:173590	1/8661	0.00%	-23.057
4,026	Dermatitis, atopic	OMIM:603165	1/8661	0.00%	-23.057
4,027	Osteopetrosis, autosomal recessive 8	OMIM:615085	1/8661	0.00%	-23.057
4,028	Gray platelet syndrome	OMIM:139090	1/8661	0.00%	-23.057
4,029	Silver-Russell syndrome 4	OMIM:618907	1/8661	0.00%	-23.057
4,030	Silver-Russell syndrome 5	OMIM:618908	1/8661	0.00%	-23.057
4,031	Thrombocytopenia 5	OMIM:616216	1/8661	0.00%	-23.057
4,032	Growth hormone deficiency, isolated, type IA	OMIM:262400	1/8661	0.00%	-23.057
4,033	Membranous cranial ossification, delayed	OMIM:155980	1/8661	0.00%	-23.057
4,034	Respiratory papillomatosis, juvenile recurrent, congenital	OMIM:618803	1/8661	0.00%	-23.057
4,035	Nijmegen breakage syndrome-like disorder	OMIM:613078	1/8661	0.00%	-23.057
4,036	Glanzmann thrombasthenia 2	OMIM:619267	1/8661	0.00%	-23.057
4,037	Bleeding disorder, platelet-type, 20	OMIM:616913	1/8661	0.00%	-23.057
4,038	Thrombocytopenia 6	OMIM:616937	1/8661	0.00%	-23.057
4,039	Bleeding disorder, platelet-type, 8	OMIM:609821	1/8661	0.00%	-23.057
4,040	Muir-Torre syndrome	OMIM:158320	1/8661	0.00%	-23.057
4,041	Mitochondrial complex IV deficiency, nuclear type 16	OMIM:619060	1/8661	0.00%	-23.057
4,042	Intellectual developmental disorder with ocular anomalies and distinctive facial features	OMIM:620086	1/8661	0.00%	-23.057
4,043	Bleeding disorder, platelet-type, 11	OMIM:614201	1/8661	0.00%	-23.057
4,044	Aniridia, partial, with unilateral renal agenesis and psychomotorretardation	OMIM:206750	1/8661	0.00%	-23.057
4,045	Multiple sulfatase deficiency	OMIM:272200	1/8661	0.00%	-23.057
4,046	Hermansky-Pudlak syndrome 7	OMIM:614076	1/8661	0.00%	-23.057
4,047	Microcephaly 20, primary, autosomal recessive	OMIM:617914	1/8661	0.00%	-23.057
4,048	Epilepsy, familial focal, with variable foci 4	OMIM:617935	1/8661	0.00%	-23.057
4,049	Microcephaly 21, primary, autosomal recessive	OMIM:617983	1/8661	0.00%	-23.057
4,050	Microcephaly 23, primary, autosomal recessive	OMIM:617985	1/8661	0.00%	-23.057
4,051	Bleeding disorder, platelet-type, 13, susceptibility to	OMIM:614009	1/8661	0.00%	-23.057
4,052	Thrombocytopenia, X-linked, with or without dyserythropoietic anemia	OMIM:300367	1/8661	0.00%	-23.057
4,053	Fg syndrome 2	OMIM:300321	1/8661	0.00%	-23.057
4,054	Volvulus of midgut	OMIM:193250	1/8661	0.00%	-23.057
4,055	Platelet disorder, familial, with associated myeloid malignancy	OMIM:601399	1/8661	0.00%	-23.057
4,056	Trichohepatoenteric syndrome 2	OMIM:614602	1/8661	0.00%	-23.057
4,057	ACTH-independent macronodular adrenal hyperplasia 2	OMIM:615954	1/8661	0.00%	-23.057
4,058	p36 microdeletion syndrome	DECIPHER:18	1/8661	0.00%	-23.057
4,059	Autism susceptibility, X-linked 3	OMIM:300496	1/8661	0.00%	-23.057
4,060	Microcephaly 28, primary, autosomal recessive	OMIM:619453	1/8661	0.00%	-23.057
4,061	Intellectual developmental disorder with macrocephaly, seizures, and speech delay	OMIM:618158	1/8661	0.00%	-23.057
4,062	Pituitary hormone deficiency, combined or isolated, 7	OMIM:618160	1/8661	0.00%	-23.057
4,063	Multiple endocrine neoplasia 1	OMIM:131100	1/8661	0.00%	-23.057
4,064	Epistaxis, hereditary	OMIM:132500	1/8661	0.00%	-23.057
4,065	Pigmented nodular adrenocortical disease, primary, 4	OMIM:615830	1/8661	0.00%	-23.057
4,066	Bleeding disorder, platelet-type, 18	OMIM:615888	1/8661	0.00%	-23.057
4,067	VITAMIN K-DEPENDENT CLOTTING FACTORS, COMBINED DEFICIENCY OF, 1	OMIM:277450	1/8661	0.00%	-23.057
4,068	von Willebrand disease, type 3	OMIM:277480	1/8661	0.00%	-23.057
4,069	Schizophrenia 10	OMIM:605419	1/8661	0.00%	-23.057
4,070	Bleeding disorder, platelet-type, 19	OMIM:616176	1/8661	0.00%	-23.057
4,071	Obesity, hyperphagia, and developmental delay	OMIM:613886	1/8661	0.00%	-23.057
4,072	Lissencephaly 2	OMIM:257320	1/8661	0.00%	-23.057
4,073	Heyn-Sproul-Jackson syndrome	OMIM:618724	1/8661	0.00%	-23.057
4,074	Hemifacial myohyperplasia, somatic	OMIM:606773	1/8661	0.00%	-23.057
4,075	Peroxisome biogenesis disorder 10B	OMIM:617370	1/8661	0.00%	-23.057
4,076	Waisman syndrome	OMIM:311510	1/8661	0.00%	-23.057
4,077	Microcephaly 12, primary, autosomal recessive	OMIM:616080	1/8661	0.00%	-23.057
4,078	Factor V deficiency	OMIM:227400	1/8661	0.00%	-23.057
4,079	Chromosome 1q21.1 duplication syndrome	OMIM:612475	1/8661	0.00%	-23.057
4,080	Intellectual developmental disorder, X-linked 84	OMIM:300505	1/8661	0.00%	-23.057
4,081	Combined deficiency of factor V and factor VIII type 2	OMIM:613625	1/8661	0.00%	-23.057
4,082	Chromosome 19p13.13 deletion syndrome	OMIM:613638	1/8661	0.00%	-23.057
4,083	Focal facial dermal dysplasia 4	OMIM:614974	1/8661	0.00%	-23.057
4,084	Anemia, dyserythropoietic congenital, type IV	OMIM:613673	1/8661	0.00%	-23.057
4,085	Neurodevelopmental disorder with microcephaly and structural brain anomalies	OMIM:618492	1/8661	0.00%	-23.057
4,086	Forsythe-Wakeling syndrome	OMIM:613606	1/8661	0.00%	-23.057
4,087	Von willebrand disease, type 2	OMIM:613554	1/8661	0.00%	-23.057
4,088	Peroxisome biogenesis disorder 11A (Zellweger)	OMIM:614883	1/8661	0.00%	-23.057
4,089	Sturge-Weber syndrome	OMIM:185300	1/8661	0.00%	-23.057
4,090	Microcephaly and chorioretinopathy, autosomal recessive, 1	OMIM:251270	1/8661	0.00%	-23.057
4,091	Bleeding disorder, platelet-type, 17	OMIM:187900	1/8661	0.00%	-23.057
4,092	Split-Hand/foot malformation 6	OMIM:225300	1/8661	0.00%	-23.057
4,093	Syndactyly, mesoaxial synostotic, with phalangeal reduction	OMIM:609432	1/8661	0.00%	-23.057
4,094	Neuropathy, hereditary sensory and autonomic, type II	OMIM:201300	1/8661	0.00%	-23.057
4,095	Polydactyly, postaxial, type A6	OMIM:615226	1/8661	0.00%	-23.057
4,096	ECTRODACTYLY-POLYDACTYLY	OMIM:225290	1/8661	0.00%	-23.057
4,097	Hydrocephalus due to congenital stenosis of aqueduct of sylvius	OMIM:307000	1/8661	0.00%	-23.057
4,098	Brachydactyly, type A1	OMIM:112500	1/8661	0.00%	-23.057
4,099	Polydactyly, postaxial, type A5	OMIM:263450	1/8661	0.00%	-23.057
